,carat,cut,color,clarity,depth,table,price,x,y,z
355,2.2,Premium,H,SI2,61.5,58.0,12747,8.44,8.38,5.18
356,2.2,Premium,I,SI2,62.4,55.0,16190,8.41,8.34,5.23
357,2.2,Very Good,H,SI2,63.3,57.0,11088,8.28,8.17,5.21
358,2.2,Ideal,I,SI1,61.7,55.0,17895,8.37,8.41,5.18
359,2.2,Ideal,H,SI2,60.0,58.0,16530,8.47,8.5,5.09
360,2.2,Ideal,I,SI2,62.2,56.0,14277,8.34,8.29,5.18
361,2.2,Ideal,J,SI1,61.5,57.0,14593,8.41,8.37,5.16
362,2.2,Ideal,H,SI2,62.6,55.0,14408,8.34,8.31,5.21
363,2.2,Premium,I,SI2,61.8,54.0,13719,8.45,8.4,5.2
364,2.2,Premium,J,SI2,60.9,60.0,13065,8.42,8.34,5.1
365,2.2,Very Good,H,VS2,63.3,58.0,16239,8.25,8.22,5.21
366,2.2,Premium,I,VS2,62.0,57.0,18364,8.38,8.34,5.18
367,2.2,Premium,H,SI1,61.2,59.0,17265,8.42,8.37,0.0
368,2.2,Premium,H,SI2,61.1,59.0,16996,8.41,8.35,5.12
369,2.2,Ideal,I,VS1,61.4,57.0,15092,8.41,8.37,5.15
370,2.2,Premium,J,VS1,61.7,59.0,15064,8.3,8.34,5.13
371,2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21
372,2.2,Fair,I,I1,66.3,56.0,7934,8.05,8.0,5.32
373,2.2,Ideal,H,VS2,61.7,55.0,17460,8.41,8.38,5.18
374,2.2,Ideal,G,SI2,59.9,57.0,14691,8.54,8.49,5.1
375,2.2,Ideal,G,SI2,62.0,57.0,18168,8.31,8.27,5.14
376,2.2,Premium,I,SI2,63.0,59.0,15238,8.22,8.19,5.17
377,2.2,Ideal,I,SI2,62.2,56.0,13512,8.33,8.29,5.17
378,2.19,Ideal,I,SI2,61.5,57.0,15509,8.31,8.44,5.15
379,2.19,Good,I,SI2,63.7,57.0,11756,8.23,8.19,5.23
380,2.19,Premium,I,SI2,62.5,58.0,15169,8.31,8.26,5.18
381,2.19,Very Good,I,SI1,62.6,58.0,14819,8.24,8.33,5.19
382,2.19,Premium,H,SI1,62.3,62.0,15801,8.27,8.25,5.15
383,2.19,Ideal,D,SI2,61.8,57.0,18693,8.23,8.49,5.17
384,2.19,Very Good,I,SI2,60.3,60.0,15907,8.29,8.33,5.01
385,2.19,Premium,H,SI1,61.6,58.0,17016,8.35,8.3,5.13
386,2.19,Ideal,I,SI2,62.5,56.0,15254,8.31,8.24,5.18
387,2.19,Good,I,SI2,63.7,57.0,11522,8.23,8.19,5.23
388,2.19,Premium,I,SI2,60.8,60.0,15169,8.38,8.34,5.08
389,2.19,Ideal,I,SI2,62.4,56.0,16147,8.26,8.3,5.17
390,2.19,Premium,J,SI2,61.8,60.0,13355,8.35,8.25,5.13
391,2.19,Very Good,I,SI1,60.7,60.0,16397,8.46,8.4,5.12
392,2.19,Premium,H,SI2,61.7,58.0,17554,8.38,8.28,5.14
393,2.19,Good,G,SI1,63.7,56.0,13978,8.26,8.17,5.23
394,2.19,Premium,J,SI2,58.8,58.0,10179,8.57,8.53,5.03
395,2.19,Premium,I,SI2,60.8,60.0,15032,8.34,8.38,5.08
396,2.18,Good,H,SI2,60.4,64.0,16690,8.38,8.47,5.09
397,2.18,Premium,G,SI2,61.9,60.0,17841,8.24,8.29,5.12
398,2.18,Very Good,G,SI2,63.1,58.0,16878,8.29,8.23,5.21
399,2.18,Very Good,J,SI2,62.6,58.0,12853,8.23,8.25,5.16
400,2.18,Premium,J,VS2,60.1,58.0,15465,8.46,8.41,5.07
401,2.18,Ideal,I,SI2,62.5,55.0,15850,8.34,8.31,5.2
402,2.18,Premium,I,SI1,63.0,58.0,13263,8.23,8.17,5.22
403,2.18,Ideal,J,VS2,62.2,55.0,16427,8.32,8.36,5.19
404,2.18,Premium,J,SI2,62.6,58.0,12970,8.25,8.23,5.16
405,2.18,Premium,J,SI1,62.9,59.0,13938,8.25,8.21,5.18
406,2.18,Ideal,I,SI2,61.4,60.0,14870,8.37,8.31,5.12
407,2.18,Ideal,I,SI2,62.5,55.0,15706,8.31,8.34,5.2
408,2.18,Ideal,J,VS2,60.3,57.0,16427,8.41,8.45,5.08
409,2.18,Premium,H,SI2,59.1,60.0,17473,8.49,8.45,5.01
410,2.18,Good,H,SI1,63.8,57.0,12825,8.24,8.17,5.23
411,2.18,Very Good,I,SI2,61.4,59.5,14735,8.31,8.37,5.12
412,2.18,Premium,F,SI1,61.2,60.0,18717,8.38,8.3,5.1
413,2.18,Ideal,I,SI1,61.2,56.0,15646,8.39,8.51,5.17
414,2.18,Good,H,SI2,60.4,64.0,16842,8.47,8.38,5.09
415,2.18,Very Good,G,SI2,63.3,59.0,12377,8.25,8.2,5.2
416,2.18,Premium,H,SI2,59.4,61.0,12631,8.49,8.45,0.0
417,2.18,Very Good,I,SI2,58.9,60.0,15684,8.51,8.55,5.02
418,2.18,Ideal,I,VS2,62.0,57.0,13769,8.35,8.24,5.14
419,2.18,Very Good,G,SI2,61.0,60.0,17475,8.29,8.33,5.07
420,2.18,Very Good,J,SI1,62.9,59.0,13812,8.21,8.25,5.18
421,2.17,Very Good,I,SI1,62.1,61.0,15760,8.24,8.27,5.13
422,2.17,Fair,G,I1,55.6,62.0,6817,8.75,8.69,4.8
423,2.17,Ideal,I,SI1,60.4,56.0,17381,8.43,8.36,5.07
424,2.17,Premium,H,SI1,59.9,61.0,14452,8.39,8.38,5.02
425,2.17,Premium,J,SI2,62.3,60.0,13395,8.33,8.2,5.15
426,2.17,Ideal,I,SI1,60.7,57.0,17747,8.38,8.42,5.1
427,2.17,Premium,D,SI2,62.2,59.0,16472,8.28,8.34,5.17
428,2.17,Good,H,SI2,58.9,62.0,16036,8.48,8.52,5.01
429,2.17,Premium,H,SI1,62.3,58.0,13248,8.29,8.25,5.15
430,2.17,Premium,G,SI2,62.2,62.0,12321,8.32,8.24,5.15
431,2.17,Very Good,J,SI2,60.8,59.0,13782,8.37,8.41,5.1
432,2.17,Very Good,H,SI2,58.8,62.0,14625,8.48,8.53,5.0
433,2.17,Premium,F,I1,60.7,59.0,9078,8.43,8.35,5.09
434,2.17,Premium,J,SI2,62.3,58.0,13556,8.31,8.26,5.16
435,2.16,Ideal,I,VS1,62.7,56.0,18342,8.28,8.2,5.17
436,2.16,Very Good,H,SI2,62.3,60.0,14824,8.19,8.31,5.14
437,2.16,Premium,H,SI2,62.3,57.0,11473,8.29,8.22,5.14
438,2.16,Ideal,J,VS1,61.4,55.0,18462,8.34,8.27,5.1
439,2.16,Premium,J,VVS1,61.5,58.0,17891,8.36,8.26,5.11
440,2.16,Premium,H,SI2,59.7,60.0,16400,8.38,8.3,4.98
441,2.16,Premium,I,SI1,58.5,60.0,17934,8.54,8.49,4.98
442,2.16,Ideal,I,SI2,61.9,54.0,15124,8.29,8.33,5.14
443,2.16,Ideal,I,SI1,62.0,56.0,18029,8.28,8.3,5.14
444,2.16,Very Good,G,SI2,62.6,55.0,15166,8.2,8.25,5.14
445,2.16,Good,I,VS2,63.6,56.0,14266,8.18,8.12,5.18
446,2.16,Ideal,J,SI1,63.0,55.0,14691,8.2,8.24,5.18
447,2.16,Very Good,I,VS2,58.6,60.0,16080,8.48,8.55,4.99
448,2.16,Ideal,F,I1,61.0,57.0,9036,8.4,8.32,5.1
449,2.16,Ideal,J,VS1,61.4,59.0,15714,8.27,8.33,5.1
450,2.16,Ideal,G,SI2,62.5,54.2,18001,8.23,8.27,5.16
451,2.16,Very Good,J,SI1,61.4,58.0,14715,8.29,8.31,5.1
452,2.16,Very Good,F,SI2,62.4,59.0,18678,8.28,8.33,5.18
453,2.16,Premium,J,SI1,60.5,59.0,14328,8.41,8.35,5.07
454,2.15,Ideal,I,SI1,60.9,56.0,13006,8.38,8.33,5.09
455,2.15,Very Good,H,SI2,62.8,58.0,17065,8.17,8.22,5.15
456,2.15,Premium,H,SI2,62.2,56.0,12458,8.29,8.2,5.13
457,2.15,Premium,G,SI2,59.7,60.0,13317,8.4,8.37,5.01
458,2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14
459,2.15,Fair,J,I1,65.5,57.0,5430,8.01,7.95,5.23
460,2.15,Ideal,I,SI1,62.5,57.0,14534,8.2,8.16,5.11
461,2.15,Ideal,H,SI2,61.8,57.0,17063,8.24,8.3,5.11
462,2.15,Premium,H,SI2,62.8,58.0,17221,8.22,8.17,5.15
463,2.15,Premium,G,SI2,58.9,58.0,15751,8.46,8.41,4.97
464,2.15,Good,G,SI2,63.8,58.0,13317,8.23,8.08,5.2
465,2.15,Ideal,G,SI2,62.6,54.0,18791,8.29,8.35,5.21
466,2.15,Ideal,H,SI2,61.8,57.0,17219,8.3,8.24,5.11
467,2.15,Ideal,J,VS1,60.9,55.0,15613,8.35,8.39,5.1
468,2.15,Ideal,H,SI2,60.3,59.0,16146,8.34,8.41,5.05
469,2.15,Premium,J,SI1,62.4,60.0,13746,8.24,8.18,5.12
470,2.15,Ideal,H,SI1,61.5,60.0,18470,8.17,8.29,5.06
471,2.15,Premium,H,I1,62.9,57.0,6357,8.25,8.2,5.18
472,2.14,Very Good,E,SI2,61.5,58.0,18125,8.24,8.31,5.09
473,2.14,Premium,I,VS2,62.3,58.0,17416,8.22,8.16,5.1
474,2.14,Ideal,E,SI2,62.7,55.0,13065,8.26,8.21,5.16
475,2.14,Premium,H,VS2,61.7,58.0,16390,8.28,8.22,5.09
476,2.14,Very Good,F,SI2,58.2,61.0,17582,8.45,8.5,4.93
477,2.14,Very Good,J,SI1,62.3,59.0,14556,8.24,8.26,5.14
478,2.14,Ideal,H,SI1,61.5,57.0,18528,8.36,8.29,5.12
479,2.14,Fair,J,I1,69.4,57.0,5405,7.74,7.7,5.36
480,2.14,Fair,H,I1,66.4,56.0,6328,8.0,7.92,5.29
481,2.14,Ideal,I,SI2,60.7,57.0,14267,8.4,8.34,5.08
482,2.14,Premium,J,SI2,58.4,58.0,10306,8.52,8.5,4.97
483,2.14,Premium,G,SI2,60.1,58.0,12792,8.4,8.35,5.03
484,2.14,Ideal,I,SI2,61.9,56.0,14452,8.26,8.22,5.1
485,2.14,Premium,G,SI2,60.4,59.0,17513,8.32,8.38,5.04
486,2.14,Premium,D,SI2,59.8,59.0,17127,8.4,8.36,5.01
487,2.14,Ideal,H,SI2,63.0,55.0,12720,8.25,8.23,5.19
488,2.14,Ideal,I,SI2,61.9,56.0,14321,8.22,8.26,5.1
489,2.14,Ideal,I,SI1,62.1,58.0,17213,8.21,8.26,5.11
490,2.14,Premium,G,SI2,60.4,59.0,17673,8.38,8.32,5.04
491,2.14,Premium,J,SI2,61.5,59.0,13326,8.3,8.25,5.11
492,2.14,Premium,I,SI2,62.1,58.0,12970,8.31,8.23,5.13
493,2.14,Premium,I,VS2,59.3,59.0,15418,8.39,8.43,5.0
494,2.14,Premium,I,SI1,61.3,61.0,15913,8.32,8.28,5.09
495,2.14,Very Good,I,SI1,61.3,61.0,15769,8.28,8.32,5.09
496,2.14,Very Good,I,VS2,59.7,57.0,16914,8.41,8.48,5.04
497,2.14,Premium,F,SI2,58.2,61.0,17742,8.5,8.45,4.93
498,2.14,Premium,E,SI2,61.5,58.0,18291,8.31,8.24,5.09
499,2.14,Ideal,J,VS2,62.0,54.0,14802,8.28,8.31,5.15
500,2.14,Premium,I,VS2,59.3,59.0,15559,8.43,8.39,5.0
501,2.14,Premium,I,SI1,59.5,59.0,15499,8.42,8.36,4.99
502,2.14,Good,H,SI1,57.5,60.0,14395,8.57,8.48,4.9
503,2.14,Premium,J,SI2,61.5,59.0,13205,8.25,8.3,5.11
504,2.14,Good,I,SI2,63.8,57.0,14452,8.17,8.14,5.2
505,2.14,Very Good,J,VS2,62.8,57.0,14065,8.27,8.16,5.16
506,2.14,Ideal,G,SI2,62.9,56.0,14359,8.18,8.14,5.13
507,2.14,Premium,G,SI2,60.7,59.0,13540,8.37,8.31,5.06
508,2.14,Premium,I,VS2,60.7,59.0,17193,8.33,8.28,5.04
509,2.14,Fair,F,SI2,64.8,60.0,13825,8.11,8.0,5.22
510,2.14,Very Good,I,VS2,62.8,59.0,15931,8.16,8.21,5.14
511,2.14,Ideal,H,SI2,61.9,57.0,12400,8.34,8.28,5.14
512,2.14,Premium,I,VS2,60.7,59.0,17038,8.28,8.33,5.04
513,2.13,Premium,G,SI2,60.7,60.0,16778,8.27,8.37,5.05
514,2.13,Ideal,H,SI1,62.2,55.0,18275,8.2,8.27,5.12
515,2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12
516,2.13,Premium,I,SI1,62.5,60.0,13370,8.18,8.13,5.1
517,2.13,Premium,J,SI2,62.6,58.0,13148,8.21,8.18,5.13
518,2.13,Ideal,I,SI2,62.6,56.0,12356,8.21,8.14,5.12
519,2.13,Premium,F,SI2,61.5,58.0,17045,8.28,8.33,5.11
520,2.13,Ideal,H,SI1,62.2,55.0,18442,8.27,8.2,5.12
521,2.13,Very Good,G,SI2,61.5,57.0,15454,8.27,8.34,5.11
522,2.13,Premium,H,SI2,62.4,56.0,12753,8.26,8.19,5.13
523,2.13,Ideal,H,SI2,61.8,57.0,15288,8.21,8.25,5.09
524,2.13,Premium,H,SI2,62.3,57.0,17073,8.24,8.16,5.11
525,2.13,Premium,G,SI2,60.7,60.0,16931,8.37,8.27,5.05
526,2.13,Very Good,G,SI2,57.9,60.0,16462,8.41,8.56,4.91
527,2.13,Fair,H,SI2,64.5,58.0,13370,8.09,8.01,5.19
528,2.13,Ideal,I,SI2,62.0,55.0,15718,8.25,8.27,5.12
529,2.13,Premium,J,VS2,59.6,59.0,15110,8.43,8.37,5.01
530,2.13,Ideal,J,VS2,62.1,55.0,15258,8.23,8.29,5.13
531,2.12,Premium,H,SI2,61.5,59.0,13307,8.26,8.21,5.06
532,2.12,Premium,E,SI2,62.4,58.0,13884,8.22,8.18,5.12
533,2.12,Very Good,H,SI2,62.3,59.0,16151,8.15,8.19,5.09
534,2.12,Ideal,I,VS2,62.7,56.0,17068,8.16,8.24,5.14
535,2.12,Very Good,H,SI1,60.7,55.0,18118,8.28,8.36,5.05
536,2.12,Premium,G,I1,60.0,58.0,7508,8.39,8.28,4.99
537,2.12,Premium,I,SI2,60.6,59.0,15235,8.3,8.27,5.02
538,2.12,Ideal,I,SI2,61.0,57.0,15647,8.28,8.31,5.06
539,2.12,Premium,H,SI1,61.1,60.0,18656,8.18,8.26,5.02
540,2.12,Premium,G,SI2,62.6,59.0,18164,8.18,8.12,5.1
541,2.12,Very Good,J,SI2,62.3,61.0,12030,8.16,8.21,5.1
542,2.12,Premium,H,SI2,59.1,59.0,16992,8.47,8.43,4.99
543,2.12,Premium,I,VS2,61.5,58.0,17254,8.3,8.26,5.09
544,2.12,Ideal,H,SI2,62.4,57.0,16466,8.19,8.16,5.1
545,2.12,Premium,J,SI2,62.3,61.0,12140,8.21,8.16,5.1
546,2.12,Premium,E,SI2,58.3,59.0,18120,8.48,8.41,4.92
547,2.12,Ideal,F,SI2,62.3,57.0,17730,8.19,8.22,5.11
548,2.12,Very Good,F,SI2,60.6,58.0,17694,8.27,8.32,5.03
549,2.11,Premium,G,SI1,61.6,59.0,17816,8.24,8.19,5.06
550,2.11,Premium,H,VS2,60.8,61.0,16395,8.32,8.28,5.05
551,2.11,Fair,F,I1,67.6,57.0,7019,7.88,7.83,5.31
552,2.11,Premium,I,SI2,58.4,62.0,14615,8.43,8.39,4.91
553,2.11,Very Good,I,VS2,60.3,60.5,16363,8.22,8.29,4.98
554,2.11,Very Good,E,SI2,62.4,61.0,17871,8.1,8.19,5.08
555,2.11,Very Good,F,SI2,63.5,55.0,18071,8.08,8.13,5.15
556,2.11,Very Good,I,SI1,62.4,53.0,14740,8.17,8.27,5.13
557,2.11,Ideal,I,VS2,60.3,61.0,16512,8.29,8.22,4.98
558,2.11,Premium,G,SI2,59.1,59.0,15757,8.33,8.4,4.94
559,2.11,Very Good,D,SI2,60.9,60.0,18407,8.21,8.28,5.02
560,2.11,Premium,G,SI2,62.2,60.0,16336,8.19,8.15,5.08
561,2.11,Fair,G,SI2,65.0,56.0,12633,8.06,8.01,5.22
562,2.11,Premium,D,SI2,58.7,60.0,15198,8.45,8.41,4.95
563,2.11,Premium,G,SI2,61.4,62.0,13069,8.25,8.21,5.05
564,2.11,Ideal,H,SI2,60.0,56.0,12226,8.43,8.35,5.03
565,2.11,Premium,G,SI2,62.2,58.0,13598,8.19,8.23,5.11
566,2.11,Premium,H,SI2,61.0,58.0,13233,8.31,8.27,5.06
567,2.11,Ideal,J,VS2,61.2,55.0,14638,8.33,8.3,5.09
568,2.11,Premium,J,SI2,61.0,58.0,12440,8.2,8.29,5.03
569,2.11,Premium,I,SI2,62.3,56.0,13701,8.23,8.13,5.1
570,2.11,Ideal,H,SI2,61.5,57.0,12179,8.3,8.25,5.09
571,2.11,Premium,J,SI2,62.0,60.0,11663,8.19,8.24,5.09
572,2.11,Very Good,G,SI2,62.2,60.0,16188,8.15,8.19,5.08
573,2.11,Premium,J,SI2,61.0,58.0,12554,8.29,8.2,5.03
574,2.11,Ideal,I,SI1,62.0,55.0,15282,8.23,8.18,5.09
575,2.11,Premium,J,SI2,60.7,60.0,12554,8.27,8.2,5.0
576,2.11,Very Good,G,I1,63.2,57.0,7834,8.13,8.07,5.12
577,2.1,Good,I,SI2,62.9,64.0,11818,8.15,8.1,5.11
578,2.1,Good,H,SI1,63.7,61.0,12121,8.1,8.07,5.15
579,2.1,Ideal,H,SI1,62.9,57.0,18648,8.19,8.12,5.13
580,2.1,Premium,J,VS2,58.3,54.0,12401,8.49,8.45,4.94
581,2.1,Premium,G,SI2,62.6,56.0,15175,8.2,8.16,5.12
582,2.1,Premium,I,VS2,60.7,61.0,14394,8.28,8.27,5.02
583,2.1,Ideal,I,SI2,61.9,56.0,15653,8.22,8.2,5.08
584,2.1,Very Good,J,SI2,62.0,62.0,12196,8.17,8.23,5.08
585,2.1,Premium,J,SI1,62.9,58.0,13930,8.15,8.09,5.11
586,2.1,Ideal,I,SI2,61.9,56.0,15511,8.2,8.22,5.08
587,2.1,Very Good,I,SI2,60.6,60.0,12612,8.29,8.33,5.04
588,2.1,Very Good,G,SI2,63.4,58.0,13007,8.19,8.12,5.17
589,2.1,Fair,G,SI2,65.0,56.0,11923,8.09,7.98,5.21
590,2.1,Ideal,I,SI1,61.7,55.0,13182,8.21,8.13,5.04
591,2.1,Ideal,F,SI2,61.0,60.0,18124,8.22,8.2,5.01
592,2.1,Fair,G,I1,64.6,58.0,6597,8.05,8.01,5.19
593,2.1,Fair,F,SI2,64.7,61.0,15827,7.97,7.92,5.14
594,2.1,Premium,I,VS2,59.2,60.0,13753,8.38,8.35,4.95
595,2.1,Very Good,J,SI2,59.1,58.0,12381,8.4,8.46,4.98
596,2.1,Fair,G,SI2,61.4,66.0,11946,8.26,8.19,5.05
597,2.1,Premium,F,SI2,62.1,59.0,16357,8.16,8.18,5.07
598,2.1,Ideal,I,SI2,63.0,56.0,10457,8.18,8.15,5.12
599,2.1,Very Good,H,SI2,63.0,57.0,16479,8.08,8.13,5.11
600,2.1,Premium,E,SI2,62.9,59.0,16783,8.18,8.13,5.13
601,2.1,Ideal,H,VS2,62.5,57.0,13403,8.21,8.18,5.12
602,2.1,Premium,J,VVS1,61.3,58.0,17606,8.29,8.24,5.07
603,2.1,Fair,G,SI2,65.2,56.0,13007,7.97,7.93,5.19
604,2.1,Fair,G,I1,67.4,59.0,6597,7.82,7.76,5.24
605,2.1,Premium,H,SI2,60.4,59.0,16629,8.33,8.28,5.02
606,2.1,Very Good,J,VS2,61.5,60.7,13340,8.16,8.21,5.03
607,2.1,Premium,I,SI1,61.5,59.0,15818,8.28,8.24,5.08
608,2.1,Very Good,I,SI1,59.9,61.0,15474,8.26,8.34,4.97
609,2.1,Very Good,H,SI1,62.9,57.0,18480,8.12,8.19,5.13
610,2.1,Premium,J,SI2,59.1,58.0,12494,8.46,8.4,4.98
611,2.1,Ideal,H,SI1,61.7,53.0,15035,8.3,8.19,5.09
612,2.1,Premium,G,SI2,60.9,57.4,16112,8.17,8.27,5.0
613,2.1,Ideal,I,SI1,60.8,60.0,17250,8.24,8.35,5.04
614,2.1,Ideal,H,SI2,63.0,57.0,16629,8.13,8.08,5.11
615,2.09,Very Good,F,SI2,60.2,61.0,15773,8.32,8.29,5.0
616,2.09,Premium,J,SI1,62.2,59.0,13864,8.23,8.16,5.1
617,2.09,Very Good,H,SI2,60.1,63.0,12295,8.21,8.16,4.92
618,2.09,Very Good,H,SI1,61.1,56.0,18392,8.23,8.3,5.05
619,2.09,Very Good,I,VS1,62.9,57.0,18215,8.09,8.13,5.1
620,2.09,Ideal,H,SI1,60.6,57.0,14383,8.34,8.29,5.04
621,2.09,Ideal,G,VS2,61.8,57.0,17051,8.24,8.17,5.07
622,2.09,Premium,J,SI2,60.0,60.0,13092,8.32,8.37,5.01
623,2.09,Ideal,H,SI2,60.6,57.0,16703,8.3,8.2,5.0
624,2.09,Ideal,H,SI2,62.0,59.0,15589,8.15,8.2,5.07
625,2.09,Premium,F,SI2,61.7,59.0,18002,8.23,8.21,5.07
626,2.09,Premium,H,SI2,61.4,60.0,14581,8.24,8.2,5.05
627,2.09,Very Good,F,SI2,61.3,59.0,18509,8.19,8.33,5.06
628,2.09,Premium,F,SI2,61.7,59.0,17840,8.21,8.23,5.07
629,2.09,Good,J,VS2,57.2,64.0,11576,8.51,8.46,4.85
630,2.09,Ideal,I,SI2,61.2,57.0,13933,8.27,8.19,5.04
631,2.09,Very Good,F,SI2,62.5,60.0,16210,8.14,8.06,5.06
632,2.09,Premium,H,SI1,61.1,56.0,18559,8.3,8.23,5.05
633,2.09,Ideal,I,VS2,62.5,56.0,17999,8.13,8.17,5.1
634,2.09,Premium,F,SI2,61.3,59.0,12377,8.19,8.15,5.01
635,2.09,Premium,J,VS1,61.2,59.0,15035,8.22,8.31,5.06
636,2.09,Premium,G,SI2,59.8,59.0,14024,8.37,8.32,4.99
637,2.09,Ideal,J,VS1,61.2,59.0,15172,8.31,8.22,5.06
638,2.09,Premium,H,SI1,60.5,61.0,12063,8.32,8.25,5.01
639,2.09,Very Good,I,SI2,63.1,60.0,13500,8.04,8.12,5.1
640,2.09,Premium,I,SI1,60.8,59.0,15339,8.28,8.24,5.02
641,2.09,Very Good,F,SI2,62.7,61.0,16824,8.07,8.14,5.08
642,2.09,Ideal,G,SI2,62.5,57.0,11119,8.21,8.14,5.11
643,2.09,Very Good,F,SI2,63.4,55.0,18640,8.18,8.11,5.16
644,2.09,Premium,H,SI2,60.9,58.0,13119,8.23,8.2,5.0
645,2.08,Premium,H,SI2,59.7,59.0,12454,8.38,8.29,4.98
646,2.08,Ideal,H,SI1,61.7,58.0,17469,8.13,8.21,5.04
647,2.08,Premium,I,SI2,62.3,58.0,14947,8.18,8.13,5.08
648,2.08,Premium,I,SI1,60.3,59.0,15065,8.26,8.22,4.97
649,2.08,Ideal,H,SI2,61.5,57.0,15065,8.26,8.2,5.06
650,2.08,Premium,I,SI2,61.2,58.0,15321,8.24,8.16,5.02
651,2.08,Premium,I,SI2,60.8,61.0,14047,8.24,8.21,5.0
652,2.08,Premium,H,SI2,62.8,60.0,12655,8.12,8.03,5.07
653,2.08,Ideal,I,SI2,62.0,56.0,11886,8.21,8.1,5.06
654,2.08,Very Good,H,SI2,63.4,59.0,13206,8.06,8.0,5.09
655,2.08,Good,I,SI2,63.8,58.0,13956,8.02,8.1,5.14
656,2.08,Very Good,J,VS2,60.6,61.0,13732,8.24,8.34,5.02
657,2.08,Premium,H,SI1,62.6,59.0,17778,8.13,8.1,5.08
658,2.08,Ideal,I,SI2,62.3,56.0,15132,8.16,8.22,5.1
659,2.08,Very Good,I,VS2,58.9,61.0,18281,8.35,8.36,4.92
660,2.08,Premium,J,VS2,60.3,59.0,14933,8.29,8.23,4.98
661,2.08,Premium,H,VS2,62.0,58.0,17258,8.19,8.1,5.05
662,2.08,Premium,I,VS2,58.9,61.0,18447,8.36,8.35,4.92
663,2.08,Premium,H,I1,61.7,57.0,6150,8.23,8.18,5.06
664,2.08,Good,I,SI2,57.0,63.0,11313,8.49,8.45,4.83
665,2.08,Ideal,J,SI1,61.6,58.0,13038,8.15,8.22,5.04
666,2.08,Very Good,E,SI2,62.4,60.0,18128,8.13,8.15,5.08
667,2.08,Very Good,H,SI2,59.0,59.0,15696,8.37,8.41,4.95
668,2.08,Ideal,E,SI2,60.2,60.0,18128,8.28,8.32,5.0
669,2.08,Ideal,G,SI2,61.8,56.0,18124,8.22,8.18,5.07
670,2.08,Ideal,H,SI1,58.7,60.0,18760,8.36,8.4,4.92
671,2.08,Premium,F,SI2,62.0,60.0,13437,8.15,8.1,5.04
672,2.08,Very Good,J,SI1,62.6,58.0,12637,8.09,8.15,5.08
673,2.08,Ideal,H,SI1,61.3,56.0,17469,8.24,8.27,5.06
674,2.08,Premium,H,SI2,58.8,60.0,14462,8.39,8.35,4.92
675,2.08,Premium,G,SI2,62.2,60.0,12883,8.16,8.09,5.06
676,2.08,Premium,H,SI2,60.0,60.0,11851,8.31,8.28,4.98
677,2.08,Ideal,I,VS2,62.0,56.0,17916,8.16,8.18,5.06
678,2.08,Premium,E,SI2,62.3,59.0,15873,8.22,8.16,5.1
679,2.07,Premium,E,SI1,61.2,58.0,16957,8.24,8.19,5.03
680,2.07,Premium,H,SI1,61.1,58.0,13844,8.27,8.2,5.03
681,2.07,Very Good,H,SI2,63.3,56.0,15992,8.1,8.08,5.12
682,2.07,Ideal,I,SI2,61.6,56.0,13879,8.16,8.18,5.04
683,2.07,Very Good,I,SI1,63.1,59.0,15751,8.11,8.02,5.09
684,2.07,Premium,I,SI1,59.4,61.0,15392,8.35,8.31,4.95
685,2.07,Premium,I,VS2,61.2,58.0,18193,8.18,8.2,5.01
686,2.07,Premium,I,SI1,62.9,59.0,16392,8.15,8.09,5.11
687,2.07,Ideal,I,SI1,61.2,57.0,14857,8.12,8.23,5.0
688,2.07,Very Good,I,SI1,62.3,60.0,15847,8.12,8.16,5.07
689,2.07,Ideal,H,SI2,61.9,55.0,15475,8.15,8.23,5.07
690,2.07,Ideal,G,SI2,62.2,54.0,17614,8.16,8.21,5.09
691,2.07,Premium,I,SI2,60.5,60.0,15055,8.32,8.27,5.02
692,2.07,Premium,I,VS2,61.2,58.0,18359,8.2,8.18,5.01
693,2.07,Very Good,H,SI1,62.1,59.0,17893,8.15,8.2,5.08
694,2.07,Ideal,F,SI2,60.5,57.0,13373,8.28,8.21,4.99
695,2.07,Very Good,I,VS2,60.6,58.0,16378,8.24,8.29,5.01
696,2.07,Premium,H,SI1,61.2,60.0,14476,8.2,8.12,4.99
697,2.07,Premium,J,SI1,61.7,60.0,13731,8.23,8.15,5.05
698,2.07,Good,I,VS2,64.1,57.0,15119,8.07,8.0,5.15
699,2.07,Premium,E,SI2,61.4,58.0,13786,8.24,8.19,5.04
700,2.07,Ideal,H,SI2,62.3,59.0,15036,8.1,8.14,5.06
701,2.07,Fair,G,I1,67.7,56.0,6503,7.76,7.73,5.25
702,2.07,Ideal,I,SI2,62.0,55.0,16337,8.22,8.12,5.07
703,2.07,Very Good,J,VS2,61.3,56.0,13495,8.16,8.2,5.02
704,2.07,Ideal,H,SI1,60.6,56.0,14935,8.38,8.3,5.05
705,2.07,Fair,D,SI2,64.5,60.0,13016,7.99,7.88,5.12
706,2.07,Ideal,I,SI2,62.0,55.0,16189,8.12,8.22,5.07
707,2.07,Premium,F,SI2,60.7,59.0,18611,8.21,8.16,4.97
708,2.07,Premium,H,SI2,59.6,60.0,11094,8.3,8.24,4.93
